,PlayerW,PlayerB,EloW,EloB,ECO,Result,Year
936,Carlsen,Vachier Lagrave,2872,2780,A48,0-1,2019
937,Carlsen,Vachier Lagrave,2872,2780,A37,½-½,2019
938,Carlsen,Vachier Lagrave,2872,2780,B95,0-1,2019
939,Vachier Lagrave,Carlsen,2780,2872,C78,½-½,2019
940,Vachier Lagrave,Carlsen,2780,2872,B51,½-½,2019
941,Vachier Lagrave,Carlsen,2780,2872,B56,0-1,2019
942,Vachier Lagrave,Carlsen,2780,2872,C80,½-½,2019
943,Vachier Lagrave,Carlsen,2780,2872,C80,½-½,2019
944,Carlsen,Vachier Lagrave,2872,2780,B95,½-½,2019
945,Carlsen,Harikrishna,2870,2731,D42,1-0,2019
946,Carlsen,Nakamura,2870,2741,C67,½-½,2019
947,Carlsen,Vidit,2870,2722,C44,½-½,2019
948,Carlsen,Nepomniachtchi,2870,2773,A04,½-½,2019
949,Ding,Carlsen,2801,2870,A90,1-0,2019
950,Aronian,Carlsen,2772,2870,A36,0-1,2019
951,So,Carlsen,2760,2870,A56,½-½,2019
952,Carlsen,Anand,2870,2757,D02,1-0,2019
953,Giri,Carlsen,2776,2870,D45,½-½,2019
954,Carlsen,Giri,2870,2776,B52,½-½,2019
955,Anand,Carlsen,2757,2870,B01,0-1,2019
956,Carlsen,Ding,2870,2801,C85,0-1,2019
957,Carlsen,So,2870,2760,E21,½-½,2019
958,Carlsen,Aronian,2870,2772,A28,1-0,2019
959,Vidit,Carlsen,2722,2870,E04,0-1,2019
960,Nepomniachtchi,Carlsen,2773,2870,B01,0-1,2019
961,Harikrishna,Carlsen,2731,2870,D31,0-1,2019
962,Nakamura,Carlsen,2741,2870,D30,½-½,2019
963,Carlsen,Ding,2870,2801,C89,1-0,2019
964,Harikrishna,Carlsen,2731,2870,A50,½-½,2019
965,Carlsen,Anand,2870,2757,D38,1-0,2019
966,Carlsen,Nakamura,2870,2741,A28,1-0,2019
967,Vidit,Carlsen,2722,2870,D32,½-½,2019
968,Giri,Carlsen,2776,2870,B31,0-1,2019
969,Carlsen,Nepomniachtchi,2870,2773,B51,1-0,2019
970,So,Carlsen,2760,2870,B90,½-½,2019
971,Aronian,Carlsen,2772,2870,B90,0-1,2019
972,Skrondal,Carlsen,2311,2870,B50,0-1,2019
973,Carlsen,Tryggestad,2870,2365,A48,1-0,2019
974,Aronian,Carlsen,2758,2876,E20,½-½,2019
975,Carlsen,Matlakov,2876,2716,D43,1-0,2019
976,Carlsen,Caruana,2876,2812,A28,½-½,2019
977,Wang,Carlsen,2726,2876,D38,½-½,2019
978,Alekseenko,Carlsen,2674,2876,B92,½-½,2019
979,Carlsen,Shirov,2876,2664,C43,1-0,2019
980,Carlsen,Ganguly,2876,2658,B90,1-0,2019
981,Kovalev,Carlsen,2661,2876,B52,½-½,2019
982,Carlsen,Kasimdzhanov,2876,2657,A37,½-½,2019
983,Sarana,Carlsen,2655,2876,B33,½-½,2019
984,Carlsen,Kuzubov,2876,2636,D37,1-0,2019
985,Carlsen,Ding,2882,2805,D43,½-½,2019
986,Ding,Carlsen,2805,2882,E03,½-½,2019
987,Carlsen,Ding,2882,2805,C84,0-1,2019
988,Ding,Carlsen,2805,2882,A13,1-0,2019
989,Vachier Lagrave,Carlsen,2778,2882,B31,0-1,2019
990,Carlsen,So,2882,2776,C50,1-0,2019
991,Aronian,Carlsen,2765,2882,B31,½-½,2019
992,Carlsen,Ding,2882,2805,E21,½-½,2019
993,Carlsen,Nepomniachtchi,2882,2774,D85,½-½,2019
994,Nakamura,Carlsen,2743,2882,B31,½-½,2019
995,Carlsen,Karjakin,2882,2750,D37,½-½,2019
996,Mamedyarov,Carlsen,2764,2882,D45,½-½,2019
997,Carlsen,Caruana,2882,2818,D37,½-½,2019
998,Anand,Carlsen,2756,2882,B31,½-½,2019
999,Carlsen,Giri,2882,2779,A28,½-½,2019
1000,Carlsen,Karjakin,2882,2750,E27,1-0,2019
1001,Mamedyarov,Carlsen,2764,2882,C25,0-1,2019
1002,Dominguez Perez,Carlsen,2763,2882,B33,1-0,2019
1003,Rapport,Carlsen,2747,2882,A80,½-½,2019
1004,Vachier Lagrave,Carlsen,2778,2882,B30,½-½,2019
1005,Caruana,Carlsen,2818,2882,C63,1-0,2019
1006,Carlsen,Ding,2882,2805,A28,1-0,2019
1007,Carlsen,Yu,2882,2752,C42,0-1,2019
1008,Carlsen,Aronian,2882,2765,E24,½-½,2019
1009,Carlsen,Caruana,2882,2818,C77,½-½,2019
1010,Carlsen,Dominguez Perez,2882,2763,C20,½-½,2019
1011,Carlsen,Mamedyarov,2882,2764,A50,1-0,2019
1012,Carlsen,Rapport,2882,2747,C00,1-0,2019
1013,Aronian,Carlsen,2765,2882,A13,½-½,2019
1014,Carlsen,Vachier Lagrave,2882,2778,E60,1-0,2019
1015,Karjakin,Carlsen,2750,2882,C11,1-0,2019
1016,Yu,Carlsen,2752,2882,B56,1-0,2019
1017,Ding,Carlsen,2805,2882,D37,1-0,2019
1018,Carlsen,Mamedyarov,2882,2764,D06,½-½,2019
1019,Carlsen,Vachier Lagrave,2882,2778,D97,1-0,2019
1020,Karjakin,Carlsen,2750,2882,E11,1-0,2019
1021,Caruana,Carlsen,2818,2882,B30,1-0,2019
1022,Carlsen,Aronian,2882,2765,D02,0-1,2019
1023,Yu,Carlsen,2752,2882,B08,½-½,2019
1024,Ding,Carlsen,2805,2882,D39,1-0,2019
1025,Rapport,Carlsen,2747,2882,A07,0-1,2019
1026,Carlsen,Dominguez Perez,2882,2763,D35,1-0,2019
1027,Karjakin,Carlsen,2748,2875,D30,½-½,2019
1028,Carlsen,Mamedyarov,2875,2774,A15,½-½,2019
1029,Caruana,Carlsen,2819,2875,C80,½-½,2019
1030,Carlsen,Anand,2875,2767,D37,½-½,2019
1031,Giri,Carlsen,2779,2875,B30,0-1,2019
1032,Caruana,Carlsen,2819,2875,B30,1-0,2019
1033,Caruana,Carlsen,2819,2875,B31,½-½,2019
1034,Carlsen,Yu,2875,2738,D15,1-0,2019
1035,So,Carlsen,2754,2875,B33,½-½,2019
1036,So,Carlsen,2754,2875,D70,½-½,2019
1037,Carlsen,Ding,2875,2805,A15,½-½,2019
1038,Carlsen,Ding,2875,2805,C77,1-0,2019
1039,Vachier Lagrave,Carlsen,2779,2875,A29,½-½,2019
1040,Vachier Lagrave,Carlsen,2779,2875,B33,½-½,2019
1041,Carlsen,Mamedyarov,2875,2774,D85,½-½,2019
1042,Carlsen,Mamedyarov,2875,2774,D85,1-0,2019
1043,Carlsen,Vachier Lagrave,2875,2779,D85,1-0,2019
1044,Carlsen,Grischuk,2875,2775,D85,1-0,2019
1045,So,Carlsen,2754,2875,E34,½-½,2019
1046,Carlsen,Aronian,2875,2752,D39,½-½,2019
1047,Aronian,Carlsen,2752,2875,B31,0-1,2019
1048,Aronian,Carlsen,2752,2875,B31,½-½,2019
1049,Carlsen,Anand,2875,2767,D37,½-½,2019
1050,Ding,Carlsen,2805,2875,E06,0-1,2019
1051,Carlsen,Anand,2875,2767,A21,1-0,2019
1052,Carlsen,So,2875,2754,C44,½-½,2019
1053,Carlsen,Vachier Lagrave,2875,2779,B50,0-1,2019
1054,Carlsen,Grischuk,2875,2775,C00,1-0,2019
1055,Nepomniachtchi,Carlsen,2775,2875,B30,0-1,2019
1056,Caruana,Carlsen,2819,2875,B06,0-1,2019
1057,Mamedyarov,Carlsen,2774,2875,A40,0-1,2019
1058,Anand,Carlsen,2767,2875,B06,0-1,2019
1059,Yu,Carlsen,2738,2875,A56,0-1,2019
1060,Aronian,Carlsen,2752,2875,A40,1-0,2019
1061,Carlsen,Ding,2875,2805,A28,½-½,2019
1062,Carlsen,Nakamura,2875,2754,D37,1-0,2019
1063,Carlsen,Karjakin,2861,2752,D02,½-½,2019
1064,Anand,Carlsen,2774,2861,B08,½-½,2019
1065,Ding,Carlsen,2805,2861,D30,½-½,2019
1066,Carlsen,Anand,2861,2774,E48,1-0,2019
1067,Carlsen,Ding,2861,2805,E24,½-½,2019
1068,Karjakin,Carlsen,2752,2861,E94,½-½,2019
1069,Carlsen,Karjakin,2861,2752,A22,1-0,2019
1070,Carlsen,Ding,2861,2805,D02,½-½,2019
1071,Carlsen,Wei,2861,2736,A45,1-0,2019
1072,Topalov,Carlsen,2740,2861,B33,0-1,2019
1073,Nakamura,Carlsen,2761,2861,D30,0-1,2019
1074,Vachier Lagrave,Carlsen,2780,2861,A30,1-0,2019
1075,Carlsen,Amin,2861,2704,C95,1-0,2019
1076,Carlsen,So,2861,2754,A37,½-½,2019
1077,Nepomniachtchi,Carlsen,2773,2861,B33,½-½,2019
1078,Carlsen,Nakamura,2861,2761,C47,½-½,2019
1079,Carlsen,Nepomniachtchi,2861,2773,A28,½-½,2019
1080,Carlsen,Topalov,2861,2740,A29,1-0,2019
1081,So,Carlsen,2754,2861,B32,½-½,2019
1082,Karjakin,Carlsen,2752,2861,B30,0-1,2019
1083,Amin,Carlsen,2704,2861,B31,½-½,2019
1084,Ding,Carlsen,2805,2861,D39,½-½,2019
1085,Carlsen,Vachier Lagrave,2861,2780,B90,0-1,2019
1086,Wei,Carlsen,2736,2861,B30,½-½,2019
1087,Wei,Carlsen,2736,2861,B30,0-1,2019
1088,Amin,Carlsen,2704,2861,B31,0-1,2019
1089,Carlsen,Ding,2861,2805,D41,½-½,2019
1090,Carlsen,Vachier Lagrave,2861,2780,B90,1-0,2019
1091,Carlsen,Topalov,2861,2740,C47,½-½,2019
1092,Karjakin,Carlsen,2752,2861,B30,0-1,2019
1093,Carlsen,So,2861,2754,D35,1-0,2019
1094,Carlsen,Nakamura,2861,2761,A18,½-½,2019
1095,Nepomniachtchi,Carlsen,2773,2861,B32,0-1,2019
1096,Carlsen,Vachier Lagrave,2845,2773,A37,1-0,2019
1097,Svidler,Carlsen,2735,2845,B30,0-1,2019
1098,Carlsen,Aronian,2845,2763,D37,1-0,2019
1099,Meier,Carlsen,2628,2845,A05,0-1,2019
1100,Carlsen,Naiditsch,2845,2695,A29,½-½,2019
1101,Caruana,Carlsen,2819,2845,B33,½-½,2019
1102,Carlsen,Anand,2845,2774,A22,½-½,2019
1103,Vallejo Pons,Carlsen,2693,2845,C78,0-1,2019
1104,Keymer,Carlsen,2516,2845,A56,0-1,2019
1105,Radjabov,Carlsen,2756,2845,C55,½-½,2019
1106,Carlsen,Grischuk,2845,2771,C65,1-0,2019
1107,Karjakin,Carlsen,2753,2845,B33,0-1,2019
1108,Carlsen,Giri,2845,2797,A29,1-0,2019
1109,Ding,Carlsen,2812,2845,E60,½-½,2019
1110,Carlsen,Mamedyarov,2845,2790,D32,½-½,2019
1111,Topalov,Carlsen,2740,2845,D38,½-½,2019
1112,Navara,Carlsen,2739,2845,B33,0-1,2019
1113,Carlsen,Anand,2845,2779,D37,1-0,2019
1114,Giri,Carlsen,2783,2835,B33,½-½,2019
1115,Carlsen,Duda,2835,2738,D37,1-0,2019
1116,Radjabov,Carlsen,2757,2835,B33,½-½,2019
1117,Carlsen,Anand,2835,2773,C77,1-0,2019
1118,Shankland,Carlsen,2725,2835,D31,½-½,2019
1119,Carlsen,Rapport,2835,2731,B47,1-0,2019
1120,Fedoseev,Carlsen,2724,2835,D90,½-½,2019
1121,Carlsen,Mamedyarov,2835,2817,D27,1-0,2019
1122,Van Foreest,Carlsen,2612,2835,B33,0-1,2019
1123,Carlsen,Kramnik,2835,2777,C65,½-½,2019
1124,Vidit,Carlsen,2695,2835,E64,½-½,2019
1125,Carlsen,Nepomniachtchi,2835,2763,E60,½-½,2019
1126,Ding,Carlsen,2813,2835,A05,½-½,2019
1127,Carlsen,Gelfand,2835,2673,A33,½-½,2018
1128,Carlsen,Nakamura,2835,2746,D37,½-½,2018
1129,Nepomniachtchi,Carlsen,2763,2835,B33,½-½,2018
1130,Carlsen,Tsydypov,2835,2529,A28,1-0,2018
1131,Carlsen,Korobov,2835,2698,A46,1-0,2018
1132,Wang,Carlsen,2730,2835,B31,0-1,2018
1133,Mamedyarov,Carlsen,2817,2835,D30,0-1,2018
1134,Golubov,Carlsen,2482,2835,D02,0-1,2018
1135,Carlsen,Giri,2835,2783,A28,1-0,2018
1136,Andreikin,Carlsen,2719,2835,B23,½-½,2018
1137,Artemiev,Carlsen,2709,2835,A01,½-½,2018
1138,Aronian,Carlsen,2765,2835,B30,0-1,2018
1139,Bosiocic,Carlsen,2599,2835,B31,0-1,2018
1140,Grigoriants,Carlsen,2540,2835,D02,½-½,2018
1141,Zhigalko,Carlsen,2604,2835,B30,½-½,2018
1142,Carlsen,Duda,2835,2738,A29,1-0,2018
1143,Carlsen,Shirov,2835,2643,C77,½-½,2018
1144,Carlsen,Teterev,2835,2486,A48,1-0,2018
1145,Carlsen,Popov,2835,2592,B29,1-0,2018
1146,Carlsen,Svidler,2835,2737,A37,1-0,2018
1147,Carlsen,Firouzja,2835,2607,E62,1-0,2018
1148,Nakamura,Carlsen,2746,2835,D30,½-½,2018
1149,Oparin,Carlsen,2613,2835,A07,0-1,2018
1150,Dubov,Carlsen,2703,2835,A13,½-½,2018
1151,Carlsen,Andreikin,2835,2719,C65,1-0,2018
1152,Carlsen,Anand,2835,2773,A33,½-½,2018
1153,Carlsen,Salgado Lopez,2835,2629,A37,1-0,2018
1154,Carlsen,Petrov,2835,2593,A22,1-0,2018
1155,Carlsen,Amonatov,2835,2614,A48,1-0,2018
1156,Zubov,Carlsen,2597,2835,D31,1-0,2018
1157,Melkumyan,Carlsen,2670,2835,D30,0-1,2018
1158,Carlsen,Vokhidov,2835,2480,C20,0-1,2018
1159,Pogosyan,Carlsen,2365,2835,E97,0-1,2018
1160,Carlsen,Vlassov,2835,2401,A10,1-0,2018
1161,Tukhaev,Carlsen,2527,2835,B33,1-0,2018
1162,Tang,Carlsen,2487,2835,D00,0-1,2018
1163,Carlsen,Caruana,2835,2832,A22,1-0,2018
1164,Carlsen,Caruana,2835,2832,B40,1-0,2018
1165,Caruana,Carlsen,2832,2835,B33,0-1,2018
1166,Caruana,Carlsen,2832,2835,B33,½-½,2018
1167,Carlsen,Caruana,2835,2832,C42,½-½,2018
1168,Caruana,Carlsen,2832,2835,B33,½-½,2018
1169,Carlsen,Caruana,2835,2832,A29,½-½,2018
1170,Caruana,Carlsen,2832,2835,B33,½-½,2018
1171,Carlsen,Caruana,2835,2832,D37,½-½,2018
1172,Carlsen,Caruana,2835,2832,C42,½-½,2018
1173,Caruana,Carlsen,2832,2835,B31,½-½,2018
1174,Carlsen,Caruana,2835,2832,A29,½-½,2018
1175,Caruana,Carlsen,2832,2835,B31,½-½,2018
1176,Carlsen,Caruana,2835,2832,D37,½-½,2018
1177,Caruana,Carlsen,2832,2835,B31,½-½,2018
1178,Svidler,Carlsen,2756,2839,B15,½-½,2018
1179,Carlsen,Ding,2839,2804,C47,½-½,2018
1180,Mamedyarov,Carlsen,2820,2839,D38,½-½,2018
1181,Carlsen,Donchenko,2839,2610,D04,½-½,2018
1182,Wojtaszek,Carlsen,2727,2839,E60,½-½,2018
1183,Carlsen,Potkin,2839,2597,C53,1-0,2018
1184,Carlsen,Nakamura,2842,2777,D37,1-0,2018
1185,Mamedyarov,Carlsen,2801,2842,E60,½-½,2018
1186,Carlsen,Caruana,2842,2822,C42,½-½,2018
1187,Grischuk,Carlsen,2766,2842,A05,½-½,2018
1188,Carlsen,So,2842,2780,D42,½-½,2018
1189,Anand,Carlsen,2768,2842,B31,½-½,2018
1190,Aronian,Carlsen,2767,2842,C50,½-½,2018
1191,Carlsen,Karjakin,2842,2773,A13,1-0,2018
1192,Vachier Lagrave,Carlsen,2779,2842,B30,½-½,2018
1193,Mamedyarov,Carlsen,2801,2842,E65,1-0,2018
1194,Svidler,Carlsen,2753,2842,C65,½-½,2018
1195,Carlsen,Vachier Lagrave,2842,2779,B90,½-½,2018
1196,Navara,Carlsen,2741,2842,D41,½-½,2018
1197,Carlsen,Mamedyarov,2842,2801,C77,½-½,2018
1198,Georgiadis,Carlsen,2526,2842,C17,½-½,2018
1199,Carlsen,Svidler,2842,2753,B94,½-½,2018
1200,Vachier Lagrave,Carlsen,2779,2842,B07,0-1,2018
1201,Carlsen,Navara,2842,2741,D30,1-0,2018
1202,Carlsen,Georgiadis,2842,2526,B20,1-0,2018
1203,Carlsen,Aronian,2843,2764,C67,1-0,2018
1204,Karjakin,Carlsen,2782,2843,C78,½-½,2018
1205,Carlsen,Caruana,2843,2822,C24,1-0,2018
1206,Mamedyarov,Carlsen,2808,2843,E61,½-½,2018
1207,Anand,Carlsen,2760,2843,C65,½-½,2018
1208,Nakamura,Carlsen,2769,2843,B09,½-½,2018
1209,Vachier Lagrave,Carlsen,2789,2843,A07,½-½,2018
1210,Carlsen,So,2843,2778,A07,1-0,2018
1211,Carlsen,Ding,2843,2791,A20,½-½,2018
1212,Carlsen,Caruana,2843,2822,E47,1-0,2018
1213,Carlsen,Karjakin,2843,2782,A00,½-½,2018
1214,Carlsen,Aronian,2843,2764,C65,0-1,2018
1215,Vachier Lagrave,Carlsen,2789,2843,C84,½-½,2018
1216,Carlsen,Mamedyarov,2843,2808,C83,½-½,2018
1217,So,Carlsen,2778,2843,D10,1-0,2018
1218,Carlsen,Anand,2843,2760,A33,½-½,2018
1219,Nakamura,Carlsen,2769,2843,D55,½-½,2018
1220,Carlsen,Ding,2843,2778,C48,½-½,2018
1221,Giri,Carlsen,2777,2843,A29,0-1,2018
1222,Carlsen,Topalov,2843,2749,A28,1-0,2018
1223,Karjakin,Carlsen,2778,2843,C89,½-½,2018
1224,Carlsen,Wojtaszek,2843,2744,B23,1-0,2018
1225,Radjabov,Carlsen,2748,2843,D45,½-½,2018
1226,Mamedov,Carlsen,2704,2843,B09,½-½,2018
1227,Carlsen,Navara,2843,2745,B12,½-½,2018
1228,Mamedyarov,Carlsen,2814,2843,E61,½-½,2018
1229,Caruana,Carlsen,2784,2843,E60,½-½,2018
1230,Anand,Carlsen,2776,2843,B67,½-½,2018
1231,Carlsen,Vitiugov,2843,2735,C77,½-½,2018
1232,Naiditsch,Carlsen,2701,2843,B91,0-1,2018
1233,Carlsen,Aronian,2843,2794,A18,½-½,2018
1234,Meier,Carlsen,2648,2843,E10,½-½,2018
1235,Carlsen,Vachier Lagrave,2843,2789,A04,½-½,2018
1236,Bluebaum,Carlsen,2631,2843,E92,½-½,2018
1237,Carlsen,Hou,2843,2654,C24,1-0,2018
1238,Giri,Carlsen,2752,2834,C53,½-½,2018
1239,Carlsen,Giri,2834,2752,A15,1-0,2018
1240,Karjakin,Carlsen,2753,2834,C88,½-½,2018
1241,Carlsen,Matlakov,2834,2718,B48,1-0,2018
1242,Mamedyarov,Carlsen,2804,2834,E34,½-½,2018
1243,Carlsen,So,2834,2792,D02,1-0,2018
1244,Anand,Carlsen,2767,2834,C95,½-½,2018
1245,Carlsen,Jones,2834,2640,B76,1-0,2018
1246,Carlsen,Hou,2834,2680,D35,1-0,2018
1247,Svidler,Carlsen,2768,2834,A13,½-½,2018
1248,Carlsen,Kramnik,2834,2787,C50,½-½,2018
1249,Giri,Carlsen,2752,2834,C19,½-½,2018
1250,Carlsen,Wei,2834,2743,E06,½-½,2018
1251,Adhiban,Carlsen,2655,2834,C47,0-1,2018
1252,Carlsen,Caruana,2834,2811,C42,½-½,2018
1253,Carlsen,Karjakin,2837,2760,C65,1-0,2017
1254,Grischuk,Carlsen,2772,2837,D37,0-1,2017
1255,Ding,Carlsen,2777,2837,E01,0-1,2017
1256,Carlsen,Vachier Lagrave,2837,2789,A04,½-½,2017
1257,Aronian,Carlsen,2805,2837,D37,½-½,2017
1258,Mamedyarov,Carlsen,2799,2837,D37,0-1,2017
1259,Petrosian,Carlsen,2601,2837,A04,0-1,2017
1260,Carlsen,Harikrishna,2837,2744,E04,1-0,2017
1261,Carlsen,Korobov,2837,2652,A46,1-0,2017
1262,Carlsen,Artemiev,2837,2691,D71,1-0,2017
1263,Carlsen,Kryvoruchko,2837,2689,A45,1-0,2017
1264,Carlsen,Inarkiev,2837,2689,B20,1-0,2017
1265,Sjugirov,Carlsen,2650,2837,A07,1-0,2017
1266,Carlsen,Akobian,2837,2647,A45,1-0,2017
1267,Anton Guijarro,Carlsen,2666,2837,A04,0-1,2017
1268,Carlsen,Grigoriants,2837,2561,A22,½-½,2017
1269,Anand,Carlsen,2782,2837,B00,½-½,2017
1270,Melkumyan,Carlsen,2633,2837,D13,0-1,2017
1271,Carlsen,Yu,2837,2751,C25,0-1,2017
1272,Bortnyk,Carlsen,2610,2837,B00,½-½,2017
1273,Carlsen,Wang,2837,2709,A45,½-½,2017
1274,Artemiev,Carlsen,2691,2837,C47,½-½,2017
1275,Fedoseev,Carlsen,2718,2837,C91,0-1,2017
1276,Pantsulaia,Carlsen,2612,2837,A07,0-1,2017
1277,Carlsen,Wang,2837,2709,C67,½-½,2017
1278,Carlsen,Grischuk,2837,2772,A05,0-1,2017
1279,Movsesian,Carlsen,2647,2837,B00,0-1,2017
1280,Carlsen,Nepomniachtchi,2837,2729,A04,1-0,2017
1281,Carlsen,Anand,2837,2782,E49,0-1,2017
1282,Svidler,Carlsen,2765,2837,B08,½-½,2017
1283,Carlsen,Wang,2837,2690,C24,1-0,2017
1284,Carlsen,Bu,2837,2730,A22,0-1,2017
1285,Carlsen,Eljanov,2837,2711,C65,½-½,2017
1286,Carlsen,Kasimdzhanov,2837,2683,B47,1-0,2017
1287,Dobrov,Carlsen,2515,2837,E10,0-1,2017
1288,Salem,Carlsen,2638,2837,D58,0-1,2017
1289,Aronian,Carlsen,2805,2837,A40,0-1,2017
1290,Carlsen,Nepomniachtchi,2837,2729,A04,0-1,2017
1291,Carlsen,Adams,2837,2715,A03,1-0,2017
1292,Nakamura,Carlsen,2781,2837,C45,½-½,2017
1293,Carlsen,So,2837,2788,C65,½-½,2017
1294,Vachier Lagrave,Carlsen,2789,2837,C53,½-½,2017
1295,Carlsen,Anand,2837,2782,E04,½-½,2017
1296,Karjakin,Carlsen,2760,2837,C50,½-½,2017
1297,Carlsen,Caruana,2837,2799,D27,½-½,2017
1298,Ding,Carlsen,2774,2837,A40,0-1,2017
1299,Carlsen,Ding,2837,2774,A04,½-½,2017
1300,Ding,Carlsen,2774,2837,A56,0-1,2017
1301,Ding,Carlsen,2774,2837,A56,0-1,2017
1302,Ding,Carlsen,2774,2837,E62,0-1,2017
1303,Ding,Carlsen,2774,2837,A15,0-1,2017
1304,Carlsen,Ding,2837,2774,B23,0-1,2017
1305,Ding,Carlsen,2774,2837,D37,½-½,2017
1306,Carlsen,Ding,2837,2774,A45,½-½,2017
1307,Carlsen,Ding,2837,2774,A25,½-½,2017
1308,Carlsen,Ding,2837,2774,A05,1-0,2017
1309,Carlsen,Ding,2837,2774,B51,½-½,2017
1310,Carlsen,Ding,2837,2774,C84,1-0,2017
1311,Carlsen,Ding,2837,2774,C90,1-0,2017
1312,Ding,Carlsen,2774,2837,E11,½-½,2017
1313,Ding,Carlsen,2774,2837,E10,0-1,2017
1314,Ding,Carlsen,2774,2837,A07,0-1,2017
1315,Carlsen,Ding,2837,2774,B40,1-0,2017
1316,Ding,Carlsen,2774,2837,D37,0-1,2017
1317,Carlsen,Ding,2837,2774,B48,0-1,2017
1318,Carlsen,Ding,2837,2774,C84,1-0,2017
1319,Carlsen,Ding,2837,2774,C50,½-½,2017
1320,Ding,Carlsen,2774,2837,A28,0-1,2017
1321,Ding,Carlsen,2774,2837,E49,0-1,2017
1322,Carlsen,Ding,2837,2774,E21,½-½,2017
1323,Ding,Carlsen,2774,2837,E06,½-½,2017
1324,Carlsen,Ding,2837,2774,C90,½-½,2017
1325,Ding,Carlsen,2774,2837,D11,½-½,2017
1326,Carlsen,Ding,2837,2774,C84,½-½,2017
1327,Ding,Carlsen,2774,2837,E06,0-1,2017
1328,Caruana,Carlsen,2799,2827,C78,0-1,2017
1329,Carlsen,Vidit,2827,2702,A07,½-½,2017
1330,Eljanov,Carlsen,2734,2827,A04,0-1,2017
1331,Carlsen,Granda Zuniga,2827,2653,C42,1-0,2017
1332,Kasimdzhanov,Carlsen,2676,2827,B00,½-½,2017
1333,Carlsen,Xiong,2827,2633,A04,1-0,2017
1334,Perelshteyn,Carlsen,2524,2827,B06,0-1,2017
1335,Carlsen,Birkisson,2827,2164,E50,1-0,2017
1336,Bu,Carlsen,2714,2827,D45,½-½,2017
1337,Carlsen,Bu,2827,2714,C55,0-1,2017
1338,Carlsen,Dreev,2827,2648,B51,1-0,2017
1339,Dreev,Carlsen,2648,2827,D38,0-1,2017
1340,Balogun,Carlsen,2255,2822,A04,0-1,2017
1341,Carlsen,Balogun,2822,2255,B00,1-0,2017
1342,Carlsen,Nakamura,2827,2781,D37,½-½,2017
1343,Carlsen,Aronian,2822,2809,C88,1-0,2017
1344,Nepomniachtchi,Carlsen,2742,2822,A29,½-½,2017
1345,Svidler,Carlsen,2749,2822,C45,½-½,2017
1346,Carlsen,Nakamura,2822,2792,D37,½-½,2017
1347,So,Carlsen,2810,2822,C45,0-1,2017
1348,Carlsen,Vachier Lagrave,2822,2791,A34,0-1,2017
1349,Anand,Carlsen,2783,2822,C78,½-½,2017
1350,Carlsen,Karjakin,2822,2773,A05,1-0,2017
1351,Caruana,Carlsen,2807,2822,C84,½-½,2017
1352,Ivanchuk,Carlsen,2738,2832,C20,0-1,2017
1353,Aronian,Carlsen,2793,2832,E11,½-½,2017
1354,So,Carlsen,2812,2832,B56,½-½,2017
1355,Kramnik,Carlsen,2808,2832,C55,0-1,2017
1356,Carlsen,Nepomniachtchi,2832,2732,B92,1-0,2017
1357,Carlsen,Giri,2832,2771,D02,½-½,2017
1358,Carlsen,Anand,2832,2786,D02,½-½,2017
1359,Carlsen,Jobava,2832,2707,C01,1-0,2017
1360,Carlsen,Vachier Lagrave,2832,2796,A20,1-0,2017
1361,Jobava,Carlsen,2707,2832,B23,0-1,2017
1362,Carlsen,Aronian,2832,2793,A45,1-0,2017
1363,Giri,Carlsen,2771,2832,E01,1-0,2017
1364,Nepomniachtchi,Carlsen,2732,2832,C22,0-1,2017
1365,Vachier Lagrave,Carlsen,2796,2832,C67,0-1,2017
1366,Anand,Carlsen,2786,2832,C65,0-1,2017
1367,Carlsen,So,2832,2812,D00,1-0,2017
1368,Carlsen,Kramnik,2832,2808,C65,½-½,2017
1369,Carlsen,Ivanchuk,2832,2738,A45,1-0,2017
1370,Nepomniachtchi,Carlsen,2732,2832,C45,½-½,2017
1371,Giri,Carlsen,2771,2832,E91,½-½,2017
1372,Carlsen,Anand,2832,2786,A20,½-½,2017
1373,Carlsen,Kramnik,2832,2808,A03,1-0,2017
1374,Carlsen,Jobava,2832,2707,E67,1-0,2017
1375,Vachier Lagrave,Carlsen,2796,2832,B10,½-½,2017
1376,Carlsen,So,2832,2812,E53,0-1,2017
1377,Carlsen,Aronian,2832,2793,E49,1-0,2017
1378,Ivanchuk,Carlsen,2738,2832,C89,½-½,2017
1379,Carlsen,So,2832,2812,A45,1-0,2017
1380,Carlsen,Vachier Lagrave,2832,2796,B92,0-1,2017
1381,Carlsen,Bacrot,2832,2708,C50,1-0,2017
1382,Topalov,Carlsen,2749,2832,D45,0-1,2017
1383,Vachier Lagrave,Carlsen,2796,2832,C89,½-½,2017
1384,Nakamura,Carlsen,2785,2832,D11,1-0,2017
1385,Karjakin,Carlsen,2781,2832,C50,1-0,2017
1386,Grischuk,Carlsen,2761,2832,D52,½-½,2017
1387,Caruana,Carlsen,2808,2832,A07,1-0,2017
1388,Carlsen,Vachier Lagrave,2832,2796,A45,1-0,2017
1389,Carlsen,Mamedyarov,2832,2800,C50,½-½,2017
1390,So,Carlsen,2812,2832,E21,0-1,2017
1391,Vachier Lagrave,Carlsen,2796,2832,C53,1-0,2017
